,kcat,MW,kcat_MW
PPPGO,1.44043108303,45699.00150000011,113.47188622727322
PPPGO3,1.44043108303,45699.00150000011,113.47188622727322
PTPATi,10.478768555555556,105448.85039999997,357.7427981139946
PY5PSH,0.016436,655015.6032000005,0.0903331152890618
PYDAMK,0.8423076923076923,56071.918300000005,54.07890053063678
PYDXK,0.8423076923076923,56071.918300000005,54.07890053063678
PYDXNK,0.8423076923076923,56071.918300000005,54.07890053063678
RBFSa,0.0465222222222222,16475.38749999999,10.165466517858835
RBFSb,0.5868883333333333,22561.06,93.64799348966758
RZ5PP,15.223743438720703,28627.73200000001,1914.4190807499008
SEPHCHCS,2.6049187183380127,114571.8832000002,81.84998905575141
SUCBZL,59.09333333333333,46379.322600000014,4586.871650428114
TDPDSH,123.199,49152.16180000011,9023.334554534262
TMPK,0.063,34848.84630000004,6.508106410397859
TMPPP_num1,999.0,80354.45890000054,44756.6948895225
UDCPDPS,1.8239523957142856,56451.4984,116.31628585028716
UPP3MT_num1,38.0,63472.30490000018,2155.270715558962
UPP3S,286.086,63472.30490000018,16226.125735036874
UPPDC1,333.147,76825.3090000001,15611.121069490244
WCOS_num1,6.978213221048873,42625.68860000004,589.3527687380497
RBFK,2.005416666666666,37168.53070000005,194.2368951377459
AMPTASECG_num1,239.1273170731708,96093.53880000084,8958.545519435145
BPNT,10.263636363636364,27281.362700000005,1354.3711622986816
CYSS,238.0,32517.357500000016,26349.004527812554
MCPST_num1,478.5468181818182,33493.81449999999,51435.42385877088
PAPSR,0.6108888888888889,25361.3372,86.71467054978473
PAPSR2,0.6108888888888889,25361.3372,86.71467054978473
SADT2,19.03858333333333,81218.04550000012,843.8875816089405
SERAT,1026.58444,19492.143799999994,189599.6675337477
SULRi,33949.0,113121.35840000008,1080400.7459655816
5FTHFC,74.12166664285714,20577.296399999992,12967.592764727138
FOMETRi,6.941848278045654,20577.296399999992,1214.477029206051
MTHFC,2231.975,60298.613000000005,133255.30389894705
MTHFD,94.9512,60298.613000000005,5668.858751361328
MTHFR2,103.74561421052633,36226.58690000002,10309.671518016914
TMDS2,0.42123998,112257.53920000006,13.508793608046588
GLNS_num1,127.194,53299.84780000005,8590.988884587388
GLUDy,1353.1333333333334,293925.99600000045,16573.151290775902
GLUN,434.370722225,178989.73720000038,8736.448382304216
GLUSy,23.6,219039.4420000002,387.8753489519934
ACPPAT120,3.84286933070144,10366.238399999984,1334.5563797302989
ACPPAT140,3.898309168713188,10366.238399999984,1353.809594748226
ACPPAT141,4.203670840061142,10366.238399999984,1459.8559709199951
ACPPAT160,5.6626072337116655,10366.238399999984,1966.5171930988995
ACPPAT161,7.802865546220831,10366.238399999984,2709.788727837384
ACPPAT180,7.36741753023539,10366.238399999984,2558.5658061701
ACPPAT181,0.6675740297911249,10366.238399999984,231.83592876351884
APH140,870.6944445305555,10662.863699999996,293964.1815275198
DASYN120,5.806666666666667,30733.134600000016,680.177934079005
DASYN140,5.806666666666667,30733.134600000016,680.177934079005
DASYN141,5.806666666666667,30733.134600000016,680.177934079005
DASYN160,5.806666666666667,30733.134600000016,680.177934079005
DASYN161,5.806666666666667,30733.134600000016,680.177934079005
DASYN180,5.806666666666667,30733.134600000016,680.177934079005
DASYN181,5.806666666666667,30733.134600000016,680.177934079005
G3PAT120_num1,0.029745,51947.94010000007,2.061332938204413
G3PAT140_num1,0.029745,51947.94010000007,2.061332938204413
G3PAT141_num1,0.029745,51947.94010000007,2.061332938204413
G3PAT160_num1,0.029745,51947.94010000007,2.061332938204413
G3PAT161_num1,0.029745,51947.94010000007,2.061332938204413
G3PAT180_num1,0.029745,51947.94010000007,2.061332938204413
G3PAT181_num1,0.029745,51947.94010000007,2.061332938204413
GPDDA2,2.0446,57373.390000000014,128.2922274594546
GPDDA3,2.0446,57373.390000000014,128.2922274594546
GPDDA4,2.0446,57373.390000000014,128.2922274594546
GPDDA5,2.0446,57373.390000000014,128.2922274594546
LPLIPAL1A180pp_num1,1034.85,35813.96650000001,104022.54662297734
GHMT2r,34.82536217391304,93080.48380000018,1346.912894173061
GLYCK2,275.0,48197.86580000005,20540.32857197588
PGCD,274.0,55300.926400000106,17836.952546964894
PSERT,1.07125,40045.63320000005,96.30263506483888
PSP_L,166.807695,36240.62690000005,16570.014190345013
SARCOX,20.029,30962.798400000007,2328.742998888627
SERD_L,317.218,46562.44430000005,24525.877392566326
ENO,66.2408972972973,44948.82740000005,5305.3048113613295
FBA,7.543924240909091,37213.61340000001,729.7901167338059
FBP,3.2,141475.46840000013,81.4275445084866
GAPD_num1,6.45,39232.88790000006,591.850389886796
GLBRAN2,500.075,82591.99560000043,21797.14858469881
GLCP_num1,88.96070909090909,92099.65480000067,3477.3045938416526
GLCP2_num1,88.96070909090909,92099.65480000067,3477.3045938416526
GLCS1,303.75,44931.68110000008,24336.948300828164
GLGC,104.63045454545454,175439.88760000013,2147.001126804393
HEX1,129.54047571428572,34186.402600000045,13641.263107672756
PDH,486.0,2277980.928600012,768.0485723272752
PFK,84.62,74926.25080000008,4065.7579519513297
PGI,1473.84773,59165.712000000174,89677.81589444887
PGK,647.8,42696.70650000007,54619.66955226385
PGM_num1,148.6390909090909,23104.858,23159.66310083911
PPS,429.1593125,113444.81880000018,13618.722664837978
PYK_num1,2540.0,205881.33600000053,44413.93366516709
TPI,11085.09090909091,54404.93979999999,733505.5864307247
GLYCK,275.0,16319.490699999991,60663.65784319486
ATPPRT,1.91,30229.11440000001,227.46283298329104
HISTD,5.091545454545455,46770.7412000001,391.9023553204583
HISTP,0.5265,27892.8008,67.95301818525158
HSTPT_num1,2.85,36449.61920000005,281.48442220213883
IGPDH,1000.0,21913.59040000001,164281.61402523972
PRAMPC,4.2175,26080.98099999997,582.1483478708112
PRMICI,7.91625,26608.541200000007,1071.0282756876577
PRPPS,38.394,213301.1478000002,647.9965130314215
CA2t3pp,7398.772633184972,36952.91590000004,720797.8269305093
CAt6pp_num1,7398.772633184972,54060.67930000008,492697.8688457926
COBALT2abcpp,7398.772633184972,42258.81100000005,630296.5192150311
COBALT2tpp,7398.772633184972,27090.878,983193.7333100056
CYANSTpp_num1,139.41538715384615,33493.81449999999,14984.718857681804
FDMO,8.383583068847656,35549.08860000003,848.9922030758205
FE3abcpp_num1,7398.772633184972,95643.75400000004,278487.4115194797
FEROpp,4.70149996,433585.0031999996,39.03594388893756
Kabcpp_num1,7398.772633184972,36273.27870000002,734303.1133126073
Kt2pp,7398.772633184972,68625.23880000011,388130.98424461664
Kt3pp,7398.772633184972,68625.23880000011,388130.98424461664
MG2t3_2pp_num1,7398.772633184972,47316.335600000086,562925.7029672824
MN2tpp,7398.772633184972,27090.878,983193.7333100056
NAt3_1p5pp_num1,7398.772633184972,54060.67930000008,492697.8688457926
NAt3_2pp_num1,7398.772633184972,54060.67930000008,492697.8688457926
NAt3pp,7398.772633184972,34740.21240000008,766707.5023256288
NH4tpp_num1,7398.772633184972,45405.226000000046,586619.2909042203
NO3t7pp,7398.772633184972,48842.04090000008,545341.2877238275
PIt2rpp,7398.772633184972,43961.3903000001,605885.7851787694
PIuabcpp,7398.772633184972,135444.8304000001,196652.6252851794
PPTHpp,1193.863548387097,50796.87810000012,84609.70309499274
SFRD,30.49533333333333,62992.50870000005,1742.7977114364378
SULabcpp,7398.772633184972,53556.69,497334.3475757351
ZN2abcpp_num1,7398.772633184972,87040.0793000001,306015.1334152779
ZN2t3pp,7398.772633184972,27090.878,983193.7333100056
CD2tpp,7398.772633184972,27090.878,983193.7333100056
CU2tpp,7398.772633184972,79314.24850000044,335823.41109196475
FE2tpp_num1,7398.772633184972,27090.878,983193.7333100056
MI1PS,2.03814,39222.89170000002,187.06688064001145
MI2DH_num1,58.0,145723.70760000023,1432.8485284847343
UAGAAT_num1,9.166666666666666,51947.94010000007,635.2513677438376
ACACT1r,250225.12,42589.73690000003,21150880.41316356
ACCOAC_num1,11.613,52238.23980000008,800.3102738542108
ACOAD1f,3.87658166885376,43527.88540000008,320.61502367109046
ACOAD2f,2.3469018936157227,43527.88540000008,194.10193579071927
ACOAD3f,4.366793632507324,43527.88540000008,361.158299617889
ACOAD4f,2.2112507820129395,43527.88540000008,182.88282883704173
ACOAD5f,4.366793632507324,43527.88540000008,361.158299617889
ACOAD6f,4.498741626739502,43527.88540000008,372.0711380172439
ACOAD7f,4.366793632507324,43527.88540000008,361.158299617889
ACOAD8f,4.238715171813965,43527.88540000008,350.56549332236216
ACOATA_num1,17.168145925555557,51947.94010000007,1189.755074272905
KAS14_num1,0.1708571428571428,14750.437999999996,41.69948812948567
KAS15_num1,10.381983333333334,14750.437999999996,2533.832554667191
MCOATA_num1,92.33634818181818,51947.94010000007,6398.922706360497
AHCYSNS,2.1106876923076925,22192.09929999999,342.39553408575887
CYSTL,4207.556,35569.89750000005,425843.2737963323
HSST_num1,0.8935,82355.25740000003,39.05761576795216
METAT,0.976349785,176704.1516000003,19.891209086906333
METS,170.34306666666666,214717.1547000009,2856.013255469976
SHSL1_num1,63.396523809523806,41657.64120000005,5478.646393312481
GLYOX,454.7897614285714,53555.401000000114,30571.01824600013
LGTHL,144.98947368421054,15924.73219999998,32776.82153192872
MCTP1App,7398.772633184972,76166.84400000039,349700.4743883804
MCTP1Bpp,7398.772633184972,76166.84400000039,349700.4743883804
MCTP2App,7398.772633184972,76166.84400000039,349700.4743883804
MDDCP3pp,39.06617948717949,82828.45540000008,1697.946019573438
MDDCP4pp,39.06617948717949,82828.45540000008,1697.946019573438
MDDCP5pp,39.06617948717949,82828.45540000008,1697.946019573438
MPTG_num1,7398.772633184972,76166.84400000039,349700.4743883804
MPTG2_num1,2.205866813659668,76166.84400000039,104.25954538926104
AGM4PApp,4.371058940887451,42197.38030000007,372.9096942824861
NHFRBO_num1,7398.772633184972,43817.96310000005,607869.0015480401
3NTD7pp,47.22222137451172,72286.71450000032,2351.7460729003174
3NTD9pp,36.12351989746094,72286.71450000032,1799.0120664684353
ADK1,32.576099996,19426.71540000001,6036.736399895988
ADK2,32.576099996,19426.71540000001,6036.736399895988
ADK3,7398.772633184972,21799.99910000001,1221815.714637616
ADK4,7398.772633184972,21799.99910000001,1221815.714637616
ADNCYC,389.699278126875,37721.78240000007,37191.17475362849
ADNK1,14.391923904418944,19426.71540000001,2666.9936213668
ADPRDP,16.53705882352941,23723.9301,2509.4245141409297
ADPT,6.095363636363636,39126.30839999997,560.8325954643118
AMPN,41.333333333333336,53144.60900000006,2799.907700892104
AP5AH,7.9278459548950195,36408.95670000002,783.8797928978299
CYTK1,91.2311111111111,24138.920399999995,13605.910892352918
CYTK2,91.2311111111111,24138.920399999995,13605.910892352918
DCTPD_num1,257.71,62064.73559999996,14948.198699810468
DGK1,287.37857142857143,20656.945400000004,50083.05134712013
DTMPK,2.9716764705882355,22377.862399999987,478.0633244986641
DUTPDP,16.87076923076923,15863.01489999998,3828.7027789887097
GK1,287.37857142857143,20656.945400000004,50083.05134712013
GP4GH,6.905828952789307,55764.91419999999,445.8176720379767
GSNHYDRO_num1,14.496153846153849,35257.424200000016,1480.1465231868478
GUAPRT,4.297686666666666,22046.88130000001,701.7623848684664
HXPRT_num1,4.297686666666666,33956.41260000002,455.6332903081756
INSH,14.496153846153849,32751.82810000005,1593.3814041407288
NDPK1,194.8532777777777,59198.19599999994,11849.546901733296
NDPK2,194.8532777777777,59198.19599999994,11849.546901733296
NDPK3,194.8532777777777,59198.19599999994,11849.546901733296
NDPK4,194.8532777777777,59198.19599999994,11849.546901733296
NDPK5,194.8532777777777,59198.19599999994,11849.546901733296
NDPK6,194.8532777777777,59198.19599999994,11849.546901733296
NDPK7,194.8532777777777,59198.19599999994,11849.546901733296
NDPK8,194.8532777777777,59198.19599999994,11849.546901733296
NNATr,14.133333333333333,24580.469,2069.936094384529
NTD1,82.55666666666667,72286.71450000032,4111.460896455582
NTD10,82.55666666666667,72286.71450000032,4111.460896455582
NTD11,82.55666666666667,72286.71450000032,4111.460896455582
NTD12,82.55666666666667,72286.71450000032,4111.460896455582
NTD2,82.55666666666667,72286.71450000032,4111.460896455582
NTD3,82.55666666666667,72286.71450000032,4111.460896455582
NTD4,82.55666666666667,72286.71450000032,4111.460896455582
NTD5,82.55666666666667,72286.71450000032,4111.460896455582
NTD6,82.55666666666667,72286.71450000032,4111.460896455582
NTD7,82.55666666666667,72286.71450000032,4111.460896455582
NTD8,82.55666666666667,72286.71450000032,4111.460896455582
NTD9,82.55666666666667,72286.71450000032,4111.460896455582
NTPTP1,4000.0,46150.351800000106,312023.6236205672
NTPTP2,4000.0,46150.351800000106,312023.6236205672
RNDR1,2.831166666666667,236830.72700000103,43.03580084015009
RNDR1b,26.454694747924805,160721.06900000095,592.5601521013324
RNDR2,2.831166666666667,236830.72700000103,43.03580084015009
RNDR2b,25.678773880004883,160721.06900000095,575.1802582150386
RNDR3,2.831166666666667,236830.72700000103,43.03580084015009
RNDR3b,27.25406265258789,160721.06900000095,610.4652374438589
RNDR4,2.831166666666667,236830.72700000103,43.03580084015009
RNDR4b,26.454694747924805,160721.06900000095,592.5601521013324
RNTR2c,44.94430541992188,10917.149099999991,14820.67323892452
RNTR3c,46.302364349365234,10917.149099999991,15268.50188917132
RNTR4c,46.302364349365234,10917.149099999991,15268.50188917132
TMDS,4.90649271875,60459.162600000025,292.1537948575555
UMPK,147.5,157097.34600000008,3380.0698326246693
UPPRT_num1,2.1397,22522.586999999992,342.0086688975828
URIDK2r,2.9716764705882355,22377.862399999987,478.0633244986641
XTSNH_num1,14.496153846153849,33530.99160000002,1556.355817587984
ATPS4rpp,390.0,471164.1362000007,2979.8532870592408
CAT,157615.0,57219.48790000005,9916446.66571718
CRNCAL2,0.99187034368515,63714.44920000022,56.04275454156367
CRNDCAL2,0.99187034368515,63714.44920000022,56.04275454156367
CTBTCAL2,2.9840610027313232,63714.44920000022,168.6057047454273
CYTBD2pp,34.209275043478264,142719.9730000003,862.9022803733399
CYTBDpp,34.209275043478264,142719.9730000003,862.9022803733399
CYTBO3_4pp,34.209275043478264,142719.9730000003,862.9022803733399
G3PD5,33.3,61514.93820000022,1948.7949351463308
LDH_D2,250.39548142857143,63722.110700000245,14146.168782554996
NADH10,13.935905714285711,50957.08140000013,984.5395221443832
NADH16pp,186.91903703703704,272596.6206000016,2468.513849702983
NADH17pp,186.91903703703704,272596.6206000016,2468.513849702983
NADH18pp,186.91903703703704,272596.6206000016,2468.513849702983
NADH5,186.91903703703704,21221.557499999995,31708.725117528887
NADPHQR2_num1,803.4542173913044,34660.560100000046,83450.33012345037
NADPHQR3_num1,803.4542173913044,34660.560100000046,83450.33012345037
NADPHQR4_num1,803.4542173913044,34660.560100000046,83450.33012345037
SPODM,50519.8,22101.3662,8228960.977082041
TRDR,14.073055,84845.51910000009,597.1204907154602
L_LACD2,137.01683783783784,43980.84790000005,11215.350311975582
L_LACD3,137.01683783783784,43980.84790000005,11215.350311975582
G6PDH2r,1256.9841285714283,54242.36290000013,83424.51583828643
GND,25.767857142857142,105156.7394000002,882.1525490765221
PGL,14.3,24478.0099,2103.112148835269
RPE,1332.4597777777778,23869.71479999999,200959.8874637581
RPI,2429.302,16987.623999999996,514815.209001565
TALA,154.62857142857143,38328.48000000005,14523.478550228356
TKT1,64521.705882352944,144810.49440000064,1604014.5580531184
TKT2,154.62857142857143,38328.48000000005,14523.478550228356
ADSL1r,123.31,52234.97390000013,8498.443989841811
ADSL2r,123.31,52234.97390000013,8498.443989841811
ADSS,84.1855,93536.97860000007,3240.085413663337
AICART,5.363333333333333,55758.90380000019,346.276534941491
AIRC2,12.6186,83462.06960000009,544.2826929371993
AIRC3,14.725,16933.613399999984,3130.4600351865865
ASPCT,97.48194416666666,33893.59620000004,10354.020769268487
CTPS2,3.4370333333333334,242292.2772000004,51.06774406097323
DHORD2,151.8909090909091,39560.88880000002,13821.915768668789
DHORD5,12.43678379058838,39560.88880000002,1131.7344732183608
DHORTS,64.35333333333334,33893.59620000004,6835.273502196256
GARFT,6.3756,110167.4881000002,208.3387793971129
GMPS2,88.30191666666667,111971.10640000014,2839.008296161657
IMPD_num1,7.649166666666667,213441.4764000004,129.01428749674798
OMPDC,120.18148148148148,28919.30839999999,14960.70816594402
ORPT,262.62268,38889.66019999997,24310.87448791853
PRAGSr,203.34,43544.64990000001,16810.882661385225
PRFGS,499.525,121868.17340000036,14756.026531205847
ACALD,8.8213,38867.74190000004,817.0446351554057
ACKr,494.38461538461536,86182.93740000002,20651.241058588177
ALCD2x_num1,292.8888888888889,36811.41970000001,28643.28538787652
FHL,14.087138175964355,97859.95690000003,518.2272610777295
LDH_D,1220.20846,63722.110700000245,68936.04759391598
PTAr,366.3721052631579,35237.6429,37429.84690236952
LDH,302.59489655172416,137619.5368000001,7915.603067094513
ASAD,171.09833333333333,72422.99160000002,8504.951071366677
ASPK,19.021941176470587,126584.0,540.9766497763866
DAPDC_num1,18.235,94821.2004000002,692.313530339992
DAPDH,19275.717142857146,70397.94340000005,985718.8770415938
DAPE,71.69108333333334,58405.26679999999,4418.914836632509
DHDPS,213.0,125045.43360000003,6132.171147111763
HSDy,32.79856,46437.83800000008,2542.6424029473505
HSK,11.78181818181818,79057.4653000001,536.5027236023135
SDPDS,175.03814666666668,39973.75570000007,15763.775931617029
SDPTA,24.0,44323.21970000006,1949.3168723931824
THDPS_num1,4.340509414672852,93509.48189999998,167.10427194466433
THRS,274.2119310886667,52930.62420000019,18650.12867010921
ABUTt2pp,11.736409187316896,29894.043200000004,1413.3609425686795
ABUTtex,7398.772633184972,29894.043200000004,890999.6316411925
ACMANAptspp_num1,33.427110037999995,59665.89070000024,2016.857449457291
ACMUMptspp_num1,33.427110037999995,59665.89070000024,2016.857449457291
ACt2rpp,23.04429244995117,57267.730100000095,1448.6247782994294
ALAabcpp,6.3966827392578125,33754.66590000004,682.218509569905
ARBabcpp,3.6711483001708975,77282.55130000011,171.01057946847587
ARBt3ipp,14.892346382141112,33053.27929999996,1622.0008456379717
ARBTptspp,44.85213470458984,42352.59060000009,3812.463007552673
ARGORNt7pp,38.082969665527344,53629.27280000007,2556.4152493206707
ASCBptspp,55.24366760253906,42352.59060000009,4695.750615291528
CHTBSptspp,3.307420015335083,59665.89070000024,199.5564285644068
CITt7pp,14.870141983032228,51144.3682000001,1046.6941527086049
CTBTt2rpp,10.717292785644531,54274.90940000008,710.8672212416491
CUt3,7398.772633184972,77416.78010000044,344054.36967360706
DALAt2pp,26.99163055419922,48690.28870000007,1995.672496292203
DSERt2pp,26.99163055419922,48690.28870000007,1995.672496292203
FE3DHBZStonex,8.491665154641066,58607.624800000114,521.6043929613024
FRUpts2pp,8.963858604431152,59665.89070000024,540.8431952889965
FRUURt2rpp,23.15348052978516,47232.63890000006,1764.7231204612297
FUMt2_2pp,15.190796852111816,47236.07810000005,1157.7351648845397
G3PCabcpp,5.404196739196777,156521.3224000001,124.29685593499936
G3PEabcpp,5.404196739196777,156521.3224000001,124.29685593499936
G3PGabcpp,5.404196739196777,156521.3224000001,124.29685593499936
G3PIabcpp,5.404196739196777,156521.3224000001,124.29685593499936
G3PSabcpp,5.404196739196777,156521.3224000001,124.29685593499936
GALTptspp,9.234712600708008,59665.89070000024,557.1854366459445
GAMptspp,8.963858604431152,59665.89070000024,540.8431952889965
GLCabcpp,15.781052589416504,97941.801,580.0566126193596
GLUabcpp,6.391052722930908,112539.53140000002,204.4418482672949
GLYBabcpp_num1,48.76847839355469,192625.6767000006,911.438834243412
GLYC2Pabcpp,5.404196739196777,156521.3224000001,124.29685593499936
GLYC3Pabcpp,5.404196739196777,156521.3224000001,124.29685593499936
GTHRDabc2pp,24.46538543701172,180059.7144000003,489.1454363722019
ILEt2rpp,74.26730346679688,44831.84830000004,5963.668744847812
LEUt2rpp_num1,23.94058609008789,27333.03840000001,3153.1843867133475
LYSabcpp,17.26176643371582,25081.59459999999,2477.607989141846
LYSt2pp,38.082969665527344,53629.27280000007,2556.4152493206707
MALTabcpp,29.87206649780273,121309.6752000002,886.4869122334411
